Ngày,Giải Đặc BIệt,Giải Nhất,Giải Nhì,Giải Ba,Giải Tư,Giải Năm,Giải Sáu,Giải Bảy
10-07-2023,58222,29421,"{46895, 15004}","{27829, 66516, 36514, 41484, 54733, 23111}","{7367, 9549, 3143, 0457}","{1272, 6107, 0431, 2411, 4662, 9170}","{888, 290, 934}","{87, 34, 51, 72}"
11-07-2023,45631,13852,"{38923, 22036}","{95463, 53601, 16942, 82138, 33639, 16157}","{5535, 4535, 1683, 0814}","{3850, 8565, 5513, 5170, 2452, 1716}","{959, 819, 106}","{57, 41, 58, 39}"
12-07-2023,67115,67785,"{27064, 04716}","{66804, 23324, 82424, 04357, 09864, 14186}","{1010, 5261, 4023, 2965}","{0673, 8997, 3795, 5732, 5147, 5944}","{195, 764, 471}","{61, 55, 12, 69}"
13-07-2023,26902,17552,"{95496, 22758}","{37039, 85734, 14296, 42091, 87038, 08681}","{5105, 0543, 1386, 5587}","{8739, 4363, 7301, 7217, 5264, 8207}","{069, 373, 802}","{60, 66, 15, 61}"
14-07-2023,78668,82538,"{75699, 31456}","{75013, 86668, 71819, 33871, 83628, 63670}","{1258, 2533, 0428, 2403}","{8900, 7404, 7012, 5658, 5092, 3728}","{143, 597, 118}","{45, 46, 49, 64}"
15-07-2023,08897,14694,"{20247, 56545}","{33540, 12948, 30368, 70336, 29535, 33460}","{2226, 1832, 8430, 5649}","{1289, 0308, 5192, 6229, 3061, 5811}","{861, 353, 190}","{92, 05, 19, 93}"
16-07-2023,51351,45672,"{33664, 34988}","{11840, 80820, 21070, 94557, 68550, 68572}","{1294, 6035, 1137, 1192}","{2972, 8180, 1346, 0819, 4068, 4018}","{761, 920, 817}","{63, 51, 25, 75}"
17-07-2023,22406,98378,"{62092, 98895}","{44175, 08093, 41093, 00278, 02310, 43490}","{4322, 0613, 1804, 8560}","{7791, 2461, 4860, 6652, 4403, 8973}","{244, 786, 983}","{48, 95, 89, 64}"
18-07-2023,20080,11885,"{53633, 37876}","{66155, 22059, 50224, 53978, 69419, 40654}","{4282, 7771, 9721, 9021}","{2850, 1856, 3174, 9927, 3166, 6207}","{898, 149, 402}","{49, 40, 87, 30}"
19-07-2023,15339,01484,"{56243, 07018}","{55493, 89659, 36430, 09161, 65005, 78245}","{9215, 9502, 7666, 9785}","{2848, 4675, 7953, 9190, 7116, 0560}","{268, 322, 801}","{03, 62, 98, 56}"
20-07-2023,58286,59809,"{27214, 91487}","{38808, 27542, 66389, 67950, 60208, 71038}","{1808, 6367, 8712, 0887}","{0502, 4135, 1080, 9915, 7284, 0175}","{959, 760, 942}","{72, 38, 74, 62}"
21-07-2023,35944,72926,"{31283, 67742}","{31166, 69906, 72537, 72985, 77782, 07426}","{9318, 8610, 6324, 3745}","{1283, 3054, 4145, 9206, 2509, 7767}","{924, 677, 286}","{83, 52, 26, 95}"
22-07-2023,27433,16448,"{31955, 68361}","{17436, 28183, 64926, 05361, 39669, 80234}","{9122, 2965, 2867, 2912}","{3969, 8419, 2592, 7452, 9252, 2628}","{488, 887, 051}","{90, 07, 54, 80}"
23-07-2023,58062,16342,"{32714, 32089}","{95921, 89695, 40569, 92129, 05613, 50218}","{9346, 4130, 0937, 3171}","{9242, 5408, 4964, 4861, 9460, 1769}","{794, 347, 393}","{47, 42, 87, 44}"
24-07-2023,62442,52306,"{49059, 47882}","{75962, 13190, 68936, 80179, 23389, 25237}","{6004, 4666, 5453, 1852}","{8379, 2922, 7226, 0034, 1830, 3352}","{090, 997, 005}","{18, 56, 74, 97}"
25-07-2023,75659,75566,"{59023, 67456}","{38964, 55581, 84603, 12171, 28352, 65940}","{4360, 4827, 1343, 7450}","{0218, 6776, 5159, 9309, 1260, 1920}","{483, 269, 720}","{31, 60, 57, 05}"
26-07-2023,87929,75634,"{97192, 60780}","{91837, 73432, 89201, 03500, 17989, 38853}","{6924, 2208, 9694, 8150}","{2455, 2219, 3159, 5163, 3656, 1122}","{017, 021, 657}","{64, 60, 08, 94}"
27-07-2023,21171,85403,"{79840, 71628}","{70421, 53425, 93257, 67908, 60129, 24822}","{8442, 5443, 7734, 2039}","{7288, 5379, 6926, 4166, 5022, 1814}","{647, 208, 190}","{68, 22, 47, 10}"
28-07-2023,40915,79375,"{19984, 99134}","{03439, 03628, 39226, 09345, 12556, 43022}","{9679, 5267, 1544, 2874}","{1183, 4538, 2948, 6987, 4178, 1682}","{812, 027, 864}","{68, 34, 93, 18}"
29-07-2023,69358,70140,"{43060, 37592}","{41352, 06631, 55503, 36988, 92978, 82185}","{7446, 9559, 9798, 2763}","{5360, 6545, 9000, 7591, 6824, 4880}","{361, 896, 648}","{83, 24, 55, 56}"
30-07-2023,55741,43813,"{02309, 00386}","{62033, 45369, 94823, 71231, 62175, 14881}","{6227, 7794, 5254, 8472}","{4335, 0643, 4241, 7311, 5926, 4135}","{928, 952, 289}","{49, 37, 46, 09}"
31-07-2023,72615,73596,"{29471, 16196}","{13165, 43789, 59867, 86590, 66461, 38341}","{8590, 7894, 7401, 6477}","{4560, 1221, 7202, 7931, 7306, 9952}","{802, 683, 737}","{61, 76, 39, 36}"
01-08-2023,04430,18971,"{47120, 00337}","{11167, 95150, 31425, 22107, 44661, 79135}","{9009, 8851, 5221, 3489}","{6446, 9609, 5128, 7304, 3140, 7896}","{731, 874, 836}","{90, 95, 72, 85}"
02-08-2023,88137,71298,"{58086, 00408}","{82480, 28918, 77455, 05402, 88005, 43510}","{3480, 4499, 9705, 7519}","{3243, 9012, 7570, 6490, 6252, 6705}","{480, 346, 518}","{59, 80, 94, 08}"
03-08-2023,80288,61964,"{82402, 90573}","{86917, 81202, 63682, 32267, 08872, 45092}","{4562, 0068, 0287, 9372}","{6857, 2417, 0553, 7674, 2108, 0438}","{396, 653, 630}","{51, 69, 22, 62}"
04-08-2023,56177,48747,"{08038, 37072}","{99486, 05006, 99927, 68286, 14345, 93225}","{0919, 1056, 1782, 9529}","{9766, 6862, 2021, 4679, 6637, 8444}","{361, 602, 847}","{62, 88, 73, 36}"
05-08-2023,45710,36358,"{78767, 34560}","{75294, 38943, 87647, 64794, 72375, 35335}","{0010, 3852, 7829, 5397}","{0448, 4183, 7389, 3632, 4307, 4525}","{232, 733, 903}","{03, 55, 51, 43}"
06-08-2023,74923,73722,"{66542, 12789}","{89253, 71550, 56856, 87932, 31738, 21677}","{3447, 9704, 0494, 1020}","{5465, 0883, 5728, 6288, 7256, 4655}","{041, 937, 132}","{88, 75, 57, 62}"
07-08-2023,08672,20246,"{43830, 65267}","{30196, 09287, 20041, 85627, 27167, 55315}","{1341, 7186, 6137, 2626}","{0177, 6134, 9942, 5179, 7704, 0359}","{214, 722, 518}","{07, 63, 16, 74}"
08-08-2023,80766,27080,"{64096, 60943}","{71174, 97077, 93957, 19786, 63087, 56243}","{9054, 7415, 0167, 2940}","{3214, 9178, 9878, 6066, 7076, 5984}","{325, 947, 371}","{70, 19, 14, 97}"
09-08-2023,59261,27636,"{03647, 95243}","{63184, 46236, 75761, 98993, 62356, 29159}","{5510, 4389, 7219, 3557}","{7130, 7200, 8613, 7316, 5508, 7113}","{708, 870, 846}","{79, 91, 84, 74}"
10-08-2023,25102,39262,"{27262, 60903}","{83745, 39012, 83875, 12495, 33809, 23707}","{2471, 5901, 0523, 5567}","{9000, 0248, 5132, 6410, 3979, 1027}","{692, 080, 999}","{01, 06, 50, 79}"
11-08-2023,90299,36308,"{08284, 74795}","{48467, 07041, 88636, 57778, 05762, 44904}","{8380, 3246, 7656, 5962}","{8251, 0817, 5831, 1445, 7577, 3261}","{635, 815, 883}","{31, 43, 29, 27}"
12-08-2023,06848,28684,"{55972, 09024}","{00431, 45343, 51704, 24137, 03665, 07682}","{0332, 5651, 6580, 9027}","{6391, 2515, 7524, 1973, 0152, 2935}","{264, 132, 786}","{67, 29, 87, 21}"
13-08-2023,84528,96875,"{83636, 11470}","{17608, 65742, 48426, 85044, 78834, 64130}","{3346, 9946, 2325, 2587}","{6922, 6348, 8028, 4123, 3955, 7616}","{975, 239, 505}","{29, 48, 01, 79}"
14-08-2023,16893,11401,"{38329, 41032}","{81013, 74454, 54995, 37360, 64318, 00611}","{9319, 7768, 6180, 0802}","{1673, 6320, 8538, 2449, 7878, 7816}","{405, 389, 208}","{22, 03, 25, 63}"
15-08-2023,41861,12901,"{82868, 76177}","{02959, 47602, 10678, 55317, 38306, 53035}","{9975, 1708, 4300, 1454}","{1897, 4504, 4626, 2745, 4562, 0388}","{367, 908, 599}","{90, 56, 45, 22}"
16-08-2023,82019,43465,"{91437, 12598}","{83059, 00178, 30317, 20179, 38840, 16159}","{3508, 8312, 3501, 8338}","{3555, 4951, 9028, 0873, 9468, 0574}","{672, 517, 797}","{53, 92, 39, 48}"
17-08-2023,79186,32553,"{79391, 52920}","{32912, 94584, 36898, 31073, 20915, 87443}","{6367, 7030, 0053, 1383}","{1857, 3180, 1684, 1177, 1109, 8748}","{715, 727, 370}","{30, 98, 35, 47}"
18-08-2023,47887,39986,"{56065, 51191}","{82359, 53855, 74736, 59020, 42647, 64818}","{1199, 2768, 7762, 8443}","{3913, 6365, 2559, 9605, 0489, 5429}","{817, 684, 758}","{82, 65, 04, 85}"
19-08-2023,41830,58636,"{39233, 73088}","{83499, 22605, 66773, 03676, 14024, 53087}","{8251, 9769, 4793, 3428}","{5831, 8539, 9311, 2736, 0545, 8043}","{962, 034, 537}","{70, 71, 15, 86}"
20-08-2023,92009,83433,"{73249, 22498}","{88300, 82515, 35780, 46685, 15696, 01620}","{4914, 8375, 3112, 7130}","{1530, 2557, 5432, 3299, 4793, 9846}","{745, 471, 190}","{61, 79, 95, 58}"
21-08-2023,27221,79939,"{15978, 22802}","{91318, 15732, 46289, 25409, 20500, 06303}","{9630, 2219, 8757, 8776}","{4602, 3578, 4652, 0483, 8462, 8840}","{482, 715, 298}","{55, 97, 57, 71}"
22-08-2023,60279,20329,"{94862, 06840}","{88389, 54337, 16232, 44313, 50186, 72731}","{7872, 6997, 8983, 0988}","{7843, 2573, 6406, 2361, 3755, 8515}","{282, 626, 868}","{55, 32, 99, 15}"
23-08-2023,63734,45494,"{74300, 57480}","{57250, 51369, 51721, 60449, 00331, 55553}","{7387, 8262, 6972, 9100}","{3563, 9418, 2317, 8957, 6724, 9771}","{171, 830, 879}","{37, 58, 14, 68}"
24-08-2023,57973,56968,"{14617, 65709}","{80552, 37370, 15250, 20440, 22904, 77493}","{7257, 1247, 1466, 9018}","{2216, 9070, 9700, 0651, 3860, 3967}","{696, 165, 515}","{58, 49, 66, 44}"
25-08-2023,82843,23348,"{35123, 01009}","{95487, 27274, 39984, 74122, 89308, 11685}","{3680, 4811, 8994, 5884}","{7430, 2751, 5603, 5010, 0572, 4760}","{220, 037, 782}","{52, 11, 96, 49}"
26-08-2023,94958,14322,"{80180, 84096}","{70572, 36382, 84142, 28319, 88165, 18514}","{0285, 0744, 3575, 6736}","{6297, 5315, 2962, 6659, 9097, 4106}","{276, 334, 807}","{70, 87, 18, 91}"
27-08-2023,18448,73829,"{73174, 57227}","{64570, 10484, 87444, 72236, 25998, 89251}","{6646, 2444, 8189, 0403}","{3250, 0583, 4468, 3204, 6188, 6210}","{779, 581, 275}","{11, 61, 62, 10}"
28-08-2023,83185,32479,"{36313, 38300}","{44306, 18203, 05711, 38445, 73969, 29512}","{8530, 6367, 8245, 0564}","{7212, 5751, 3688, 3614, 1843, 5375}","{073, 070, 392}","{14, 08, 03, 65}"
29-08-2023,49278,26681,"{25277, 61276}","{25040, 04826, 77227, 44526, 16626, 06494}","{1586, 5687, 6866, 2962}","{6617, 6686, 1073, 9124, 8961, 3505}","{030, 130, 681}","{22, 72, 21, 71}"
30-08-2023,76551,15711,"{12428, 67802}","{34939, 72484, 06815, 67171, 03982, 08356}","{7737, 0624, 4241, 6756}","{8203, 1352, 5226, 3071, 4097, 1274}","{709, 496, 393}","{00, 27, 68, 72}"
31-08-2023,73040,49951,"{45966, 86381}","{41593, 00092, 86954, 84340, 47439, 63862}","{2848, 7645, 3439, 0211}","{1304, 4480, 3555, 3946, 5126, 3834}","{166, 251, 788}","{52, 05, 29, 62}"
01-09-2023,61379,79008,"{07854, 80318}","{48527, 90784, 13121, 89610, 34437, 47431}","{7099, 6773, 7723, 6743}","{4050, 1687, 2692, 4187, 1868, 4573}","{559, 179, 626}","{43, 54, 36, 09}"
02-09-2023,06380,98000,"{99597, 53685}","{34586, 78688, 64779, 57124, 13835, 11414}","{5991, 0633, 8196, 3616}","{9491, 9707, 7686, 3397, 8542, 6448}","{325, 892, 195}","{09, 36, 54, 76}"
03-09-2023,31186,04843,"{91474, 14263}","{71382, 56092, 53921, 86765, 79000, 44950}","{6310, 9597, 4434, 5220}","{8407, 8811, 5408, 5120, 4332, 2064}","{058, 233, 028}","{36, 10, 13, 21}"
04-09-2023,08811,37863,"{87846, 28711}","{18824, 07874, 25822, 50186, 66056, 41908}","{3781, 1650, 3560, 7411}","{3315, 3628, 8407, 0132, 3485, 5123}","{490, 255, 462}","{43, 36, 25, 53}"
05-09-2023,06367,75549,"{37897, 86396}","{21049, 38393, 71943, 84506, 00776, 95951}","{0309, 1286, 8450, 4114}","{9424, 1746, 2855, 0197, 4572, 4922}","{912, 992, 842}","{72, 44, 38, 96}"
06-09-2023,15269,98469,"{58959, 81886}","{32925, 78517, 82116, 72574, 29546, 87724}","{1861, 3124, 4876, 0278}","{8305, 8781, 9304, 5924, 8293, 4248}","{989, 746, 484}","{95, 32, 01, 30}"
07-09-2023,49956,86503,"{30149, 91295}","{79898, 88109, 48412, 53869, 38343, 84577}","{7509, 5019, 9362, 1933}","{0559, 2748, 4246, 4497, 3950, 1919}","{057, 038, 963}","{48, 12, 14, 78}"
08-09-2023,13676,24740,"{56012, 32207}","{50515, 81421, 34783, 31017, 30582, 37899}","{3520, 0313, 6597, 2690}","{5491, 7633, 7787, 7739, 0294, 9275}","{594, 073, 755}","{25, 94, 51, 23}"
09-09-2023,35252,16451,"{69969, 18026}","{68810, 96008, 18951, 03293, 30814, 22188}","{3595, 6413, 8291, 8579}","{4729, 1428, 1299, 1711, 8069, 5240}","{046, 773, 149}","{51, 81, 69, 78}"
10-09-2023,35902,31314,"{95602, 40508}","{88800, 91768, 96669, 72035, 32840, 02228}","{7304, 9775, 0393, 2766}","{9414, 1229, 3791, 2810, 9720, 9332}","{840, 864, 219}","{40, 66, 26, 22}"
11-09-2023,63768,07404,"{76409, 96941}","{36081, 69640, 53912, 46658, 14279, 54968}","{5802, 8956, 7809, 3074}","{0262, 5994, 3823, 7323, 3169, 7052}","{598, 735, 736}","{93, 87, 75, 00}"
12-09-2023,73132,07023,"{20680, 11439}","{90823, 34894, 66864, 31763, 56916, 32737}","{7532, 1372, 5554, 4557}","{9339, 3954, 0197, 9470, 3478, 3924}","{827, 958, 726}","{03, 31, 52, 10}"
13-09-2023,56650,37406,"{50515, 25911}","{41234, 89462, 16592, 53472, 18697, 36227}","{3240, 6790, 0262, 3750}","{3676, 9266, 7549, 9781, 1704, 3680}","{405, 446, 442}","{49, 45, 59, 21}"
14-09-2023,59722,39954,"{82710, 03209}","{78624, 32001, 43234, 62757, 70781, 81883}","{8076, 8791, 9056, 0768}","{6452, 1096, 3635, 6305, 6223, 8703}","{457, 589, 380}","{92, 33, 70, 38}"
15-09-2023,13720,08293,"{39853, 99463}","{40902, 18299, 67472, 71197, 09602, 98672}","{6266, 7877, 7531, 1382}","{8533, 8041, 0107, 1775, 2242, 9568}","{692, 139, 713}","{00, 90, 14, 61}"
16-09-2023,11724,98298,"{19917, 53982}","{09894, 85689, 21669, 68513, 50670, 77330}","{1580, 7154, 6751, 2983}","{7989, 0174, 4014, 8953, 5493, 8885}","{459, 607, 700}","{95, 97, 40, 99}"
17-09-2023,22365,80585,"{51233, 18206}","{96019, 28041, 33335, 84405, 47766, 56983}","{0662, 9764, 3649, 9731}","{9034, 3966, 3093, 1775, 7898, 1925}","{266, 316, 572}","{97, 50, 53, 24}"
18-09-2023,43104,28261,"{94697, 54948}","{94817, 46842, 80937, 93431, 84038, 68623}","{9898, 3566, 9576, 3523}","{2967, 8407, 0472, 8087, 2142, 0254}","{564, 906, 826}","{92, 19, 52, 44}"
19-09-2023,50925,75781,"{95072, 45895}","{41571, 89042, 12852, 47456, 00818, 62562}","{8894, 5615, 3165, 5278}","{1942, 7055, 3612, 4780, 5138, 3630}","{212, 766, 598}","{41, 28, 85, 40}"
20-09-2023,40303,10239,"{54210, 50718}","{43807, 58233, 34307, 28734, 80115, 71208}","{5730, 3813, 6767, 5531}","{0634, 0364, 2201, 3711, 5086, 0814}","{393, 729, 536}","{22, 23, 91, 75}"
21-09-2023,52566,34841,"{51527, 93225}","{11728, 25151, 80780, 49217, 55120, 57854}","{0466, 4980, 0563, 6846}","{6189, 5380, 9292, 6703, 4758, 9247}","{104, 794, 694}","{64, 63, 21, 91}"
22-09-2023,22714,66480,"{36490, 79715}","{56683, 54921, 79449, 80550, 24952, 86607}","{8307, 1435, 0484, 0941}","{1863, 0675, 5349, 9969, 1503, 4197}","{826, 983, 510}","{80, 00, 67, 31}"
23-09-2023,76922,99878,"{60050, 42231}","{70197, 24029, 17888, 42024, 71288, 33727}","{5488, 9596, 2292, 3714}","{9571, 7953, 2680, 0653, 6341, 3334}","{075, 832, 375}","{92, 42, 40, 10}"
24-09-2023,62778,20839,"{29228, 65528}","{22314, 73466, 17819, 70905, 97087, 67176}","{8299, 1202, 0788, 8971}","{5759, 0216, 3733, 2360, 8984, 1505}","{067, 617, 701}","{40, 44, 30, 51}"
25-09-2023,68779,71548,"{82470, 84221}","{03065, 37527, 36975, 08761, 59916, 52871}","{9605, 6005, 9627, 8751}","{2897, 5156, 0016, 2707, 3603, 9705}","{665, 493, 022}","{83, 14, 68, 77}"
26-09-2023,45236,33099,"{92248, 85832}","{19963, 86594, 04650, 57903, 51103, 34001}","{9605, 8174, 8695, 3932}","{1100, 9835, 6748, 3452, 5816, 9380}","{003, 883, 109}","{34, 77, 84, 81}"
27-09-2023,93447,71106,"{67705, 00384}","{67673, 22611, 18030, 35885, 62710, 86306}","{7621, 1221, 9671, 5497}","{2608, 8234, 3524, 0541, 6323, 6518}","{043, 466, 205}","{56, 28, 22, 74}"
28-09-2023,11698,77996,"{44386, 48900}","{50556, 02023, 73169, 91188, 39404, 88068}","{2092, 6143, 0736, 5575}","{9078, 8697, 7078, 5622, 3662, 5048}","{924, 443, 417}","{61, 16, 20, 84}"
29-09-2023,07044,88675,"{45097, 40581}","{45021, 76164, 14457, 24067, 57789, 44804}","{7218, 1041, 6089, 3633}","{8752, 2066, 9926, 1433, 2605, 2330}","{109, 055, 432}","{79, 88, 59, 19}"
30-09-2023,19237,00802,"{69062, 73744}","{28668, 67174, 14711, 13617, 46011, 10279}","{6557, 5429, 6415, 1454}","{4316, 2144, 6966, 9860, 8112, 4610}","{104, 844, 320}","{79, 71, 38, 53}"
01-10-2023,07289,57908,"{18906, 69144}","{51729, 76652, 54656, 92756, 68233, 32508}","{0871, 5315, 5694, 7563}","{0132, 5407, 0788, 0333, 0870, 4833}","{359, 623, 838}","{03, 74, 25, 87}"
02-10-2023,80973,56435,"{74027, 76063}","{78709, 89573, 24399, 09969, 75199, 84560}","{5054, 8832, 4262, 5291}","{7274, 7381, 9109, 3809, 9002, 4784}","{450, 400, 279}","{64, 69, 11, 59}"
03-10-2023,34556,36657,"{57200, 24205}","{36423, 78163, 58672, 87355, 94773, 55715}","{1239, 8305, 0646, 3939}","{5830, 0800, 2419, 5057, 3928, 4018}","{773, 025, 899}","{32, 47, 56, 53}"
04-10-2023,53139,52986,"{41893, 88329}","{58465, 46331, 10707, 32100, 67382, 36166}","{5828, 4164, 7852, 0816}","{2892, 7438, 5364, 9277, 9494, 1229}","{973, 436, 080}","{27, 86, 49, 11}"
05-10-2023,88733,73302,"{24201, 85392}","{28893, 61757, 56710, 03791, 06431, 62727}","{8037, 6603, 9356, 3574}","{5156, 1747, 7121, 1657, 2110, 3407}","{487, 227, 763}","{79, 14, 25, 44}"
06-10-2023,73121,55217,"{58651, 16695}","{33566, 88641, 33460, 21508, 56520, 07750}","{1730, 9916, 2124, 9960}","{6043, 5427, 0070, 4002, 6493, 5809}","{332, 983, 794}","{64, 68, 07, 56}"
07-10-2023,26547,41670,"{43744, 83152}","{10056, 59638, 27910, 48711, 37587, 74483}","{3920, 1318, 3826, 5229}","{7112, 9706, 6852, 0530, 3370, 9649}","{482, 573, 168}","{38, 13, 79, 35}"
08-10-2023,75188,80266,"{52602, 61671}","{43993, 77200, 47305, 51189, 11181, 50779}","{9062, 2622, 7482, 2405}","{5596, 3273, 5134, 6369, 8790, 1351}","{920, 046, 064}","{14, 18, 68, 60}"
09-10-2023,91245,31903,"{84892, 01956}","{06356, 03876, 36672, 24111, 26365, 30725}","{0051, 4351, 6340, 4970}","{7484, 4228, 9564, 1750, 7829, 2650}","{690, 719, 504}","{35, 30, 17, 68}"
10-10-2023,84521,59398,"{06955, 97174}","{76861, 38679, 96018, 06578, 53625, 81976}","{9277, 4822, 0696, 3467}","{5349, 4865, 9875, 9623, 2213, 7340}","{604, 563, 431}","{93, 92, 27, 19}"
11-10-2023,49140,34659,"{55529, 10478}","{30337, 13749, 64088, 19673, 97793, 99511}","{0865, 5620, 5382, 7544}","{1596, 5137, 8019, 2565, 3801, 2606}","{138, 522, 101}","{77, 60, 19, 89}"
12-10-2023,50875,95632,"{39892, 34582}","{50557, 03012, 38198, 20971, 13896, 23153}","{0633, 1981, 2032, 4676}","{7866, 1480, 9846, 3202, 1539, 0475}","{884, 935, 151}","{25, 65, 20, 03}"
13-10-2023,40620,36972,"{97683, 99909}","{08047, 50255, 63076, 61617, 76879, 27383}","{6459, 0224, 5895, 5108}","{1293, 3744, 8119, 9435, 2535, 9742}","{794, 879, 397}","{86, 35, 84, 68}"
14-10-2023,59454,00486,"{02755, 43379}","{99550, 05287, 68380, 32640, 94138, 33448}","{6838, 0361, 7534, 5331}","{6853, 9553, 6500, 1359, 6160, 5750}","{481, 321, 424}","{03, 39, 81, 58}"
15-10-2023,15013,43153,"{40745, 63082}","{64745, 57226, 04843, 26387, 03424, 95773}","{2455, 0971, 5175, 1254}","{8586, 1190, 6393, 6972, 4232, 6650}","{999, 997, 294}","{29, 60, 79, 77}"
16-10-2023,94540,26829,"{84819, 86465}","{00329, 48532, 96915, 81516, 96050, 36616}","{1631, 0574, 3196, 0906}","{0155, 0029, 7713, 0339, 8844, 0000}","{176, 285, 680}","{77, 22, 47, 59}"
17-10-2023,70876,93617,"{26995, 44394}","{64764, 37837, 38294, 86656, 55780, 07378}","{5076, 5525, 3888, 3630}","{5793, 8371, 2703, 8983, 5047, 3767}","{707, 310, 747}","{67, 06, 07, 91}"
18-10-2023,28600,18127,"{34909, 28078}","{30317, 28608, 41328, 25052, 35444, 85291}","{8974, 7622, 0873, 7804}","{2049, 6000, 8948, 1898, 9177, 9935}","{088, 749, 372}","{56, 39, 42, 29}"
19-10-2023,45305,95559,"{38899, 87603}","{92120, 18127, 36684, 43785, 76111, 64948}","{8908, 6904, 4781, 7686}","{2873, 3167, 4112, 6695, 8826, 6672}","{924, 485, 836}","{46, 06, 62, 42}"
20-10-2023,42888,28038,"{66168, 37238}","{34837, 92816, 31859, 41351, 87430, 39622}","{0360, 6703, 8282, 7240}","{9386, 3538, 0380, 7089, 0570, 7341}","{515, 213, 302}","{41, 60, 43, 79}"
21-10-2023,57349,28088,"{05865, 83567}","{76424, 79903, 37682, 72540, 89417, 55043}","{6576, 5402, 0065, 4215}","{9076, 5387, 4193, 7233, 0818, 3906}","{110, 455, 727}","{84, 94, 54, 56}"
22-10-2023,91918,71417,"{88769, 04327}","{51414, 00736, 72340, 97988, 72175, 71832}","{6133, 5179, 2610, 9379}","{5776, 3154, 1993, 8030, 4721, 1483}","{740, 282, 296}","{92, 25, 24, 11}"
23-10-2023,45844,81410,"{39827, 16925}","{90991, 80983, 17191, 17602, 25316, 06849}","{6536, 0204, 2560, 3746}","{0908, 6717, 3361, 8500, 8619, 8362}","{244, 890, 441}","{88, 11, 81, 35}"
24-10-2023,91388,78862,"{77232, 16765}","{83198, 94073, 76943, 75283, 42518, 84151}","{2559, 0557, 2718, 5845}","{9655, 5887, 7722, 2876, 6540, 3629}","{908, 426, 722}","{09, 29, 59, 16}"
25-10-2023,61380,92842,"{86347, 06283}","{71520, 66446, 66318, 53849, 86752, 45942}","{1379, 8549, 4174, 9293}","{1616, 0652, 4193, 3554, 1132, 6619}","{685, 553, 936}","{62, 73, 71, 49}"
26-10-2023,26788,71079,"{79633, 89149}","{55454, 66176, 86152, 37472, 21527, 79572}","{0476, 8838, 1384, 2211}","{5306, 1110, 8681, 7368, 0619, 3206}","{623, 382, 600}","{94, 00, 43, 95}"
27-10-2023,74036,90111,"{31208, 23123}","{80782, 05550, 11973, 66709, 94867, 90198}","{2407, 9772, 9695, 9048}","{1855, 6641, 8290, 9698, 2413, 3207}","{913, 820, 360}","{02, 14, 49, 41}"
28-10-2023,07157,12258,"{78073, 22472}","{15755, 38656, 08969, 86598, 42614, 30508}","{6489, 0925, 6537, 1677}","{5598, 1977, 7565, 9877, 6528, 5059}","{598, 063, 808}","{93, 74, 83, 97}"
29-10-2023,38050,04168,"{83796, 74143}","{46175, 33024, 87212, 07984, 99654, 49740}","{4498, 5248, 3927, 6097}","{9698, 0861, 8674, 7422, 8367, 3774}","{521, 297, 393}","{20, 26, 73, 53}"
30-10-2023,34684,07449,"{68543, 68556}","{25283, 29519, 54803, 06974, 65945, 63081}","{7503, 1183, 6318, 1975}","{2186, 9701, 6753, 9487, 4244, 4899}","{401, 623, 609}","{36, 22, 50, 83}"
31-10-2023,39267,84582,"{62863, 95065}","{79114, 13107, 79397, 07772, 73053, 25712}","{2594, 2141, 3225, 1854}","{5872, 5613, 5111, 0222, 9299, 1476}","{340, 709, 936}","{06, 08, 98, 70}"
01-11-2023,20136,25965,"{01743, 60565}","{96391, 07899, 49997, 26194, 23877, 05086}","{5020, 6049, 2639, 2265}","{6853, 5224, 2100, 1430, 0589, 0661}","{398, 055, 005}","{48, 16, 35, 43}"
02-11-2023,93127,54327,"{25283, 02829}","{30079, 05452, 64446, 73945, 16590, 87922}","{2606, 9611, 1221, 0026}","{0668, 6940, 7478, 8435, 1725, 5577}","{276, 183, 585}","{14, 12, 69, 84}"
03-11-2023,65761,49344,"{82925, 55230}","{10031, 99488, 24592, 44193, 01536, 02935}","{9661, 3443, 1256, 0653}","{2510, 4208, 3379, 3936, 7639, 5952}","{932, 355, 850}","{87, 62, 24, 69}"
04-11-2023,55858,39587,"{14699, 14801}","{69206, 21577, 79651, 94155, 83586, 76878}","{7685, 8485, 6429, 5975}","{2775, 2220, 9758, 7880, 4704, 9335}","{407, 429, 044}","{71, 72, 28, 08}"
